suburb_name,NH_geometry,f0_
Targa,"POLYGON((147.384574381823 -41.2852693748974, 147.384574386673 -41.2848681245682, 147.384551888425 -41.284065624906, 147.38452938565 -41.2832631250655, 147.384506858734 -41.2824606251988, 147.384495643536 -41.2824606250988, 147.384495620519 -41.2832631244631, 147.384518100867 -41.2848681244829, 147.384529383981 -41.2852693747304, 147.384563129827 -41.2852693749748, 147.384574381823 -41.2852693748974))",POINT(147.384530355081 -41.2841067526113)
Renison Bell,"POLYGON((145.450333230079 -41.7947639136922, 145.450333230104 -41.7945614390163, 145.448550894838 -41.7945614389305, 145.446768560241 -41.7945614388498, 145.444986219789 -41.7945614393635, 145.443203879977 -41.7945614389492, 145.441421540053 -41.7945614392833, 145.439639204972 -41.7945614393956, 145.437856869948 -41.7947639130274, 145.43785686983 -41.7951688680308, 145.437856869887 -41.7955738174256, 145.43963920501 -41.7959787692119, 145.441421540136 -41.7959787687325, 145.444986219826 -41.7955738173361, 145.450333230079 -41.7947639136922))",POINT(145.44292904782 -41.7951316380973)
Upper Stowport,"POLYGON((145.899520102998 -41.1590661965702, 145.899517479634 -41.1590661965234, 145.89951209228 -41.1590661964666, 145.899510734755 -41.1590661964913, 145.899514963703 -41.1590661966226, 145.899519032602 -41.1590661965929, 145.899520102998 -41.1590661965702))",POINT(145.899515279531 -41.1582642405873)
Golden Valley,"POLYGON((146.711003750024 -41.627832949791, 146.693536250078 -41.6232680746967, 146.687713749918 -41.6232680747136, 146.687713749926 -41.6278329498236, 146.687713749952 -41.6323978248824, 146.711003750024 -41.627832949791))",POINT(146.69569279251 -41.6274951866335)
Fingal (Tas.),POINT(147.968716125041 -41.6389611288227),POINT(147.968716125041 -41.6389611288227)
Beulah (Tas.),"POLYGON((146.361557684937 -41.4345638671692, 146.36157056417 -41.4345371349603, 146.361570574322 -41.4345103767816, 146.361570579243 -41.4344836246517, 146.361531941868 -41.4344301206421, 146.361506185394 -41.434403380697, 146.361480434413 -41.4344033805381, 146.361480429759 -41.4344568823507, 146.361506197683 -41.4345638654029, 146.361519047061 -41.4345906199357, 146.361531949075 -41.4345906157708, 146.361557684937 -41.4345638671692))",POINT(146.361524396685 -41.4344955091813)
Cairns Bay,"POLYGON((146.959630625199 -43.1920306228435, 146.959630625229 -43.190359373273, 146.958321874844 -43.1903593732295, 146.958321874785 -43.1920306229243, 146.959630625199 -43.1920306228435))",POINT(146.95897625063 -43.1911949962622)
Sorell,POINT(147.56101768001 -42.7799893553167),POINT(147.56101768001 -42.7799893553167)
Lulworth,POINT(147.092738249981 -40.9977091432295),POINT(147.092738249981 -40.9977091432295)
Howth,"POLYGON((146.010513430112 -41.1023669149731, 146.010513430224 -41.0999727550749, 146.007594360189 -41.085607775283, 146.006134819847 -41.085607775315, 146.004675280098 -41.0856077753221, 146.003215739866 -41.0856077752883, 146.001756205153 -41.0856077752953, 146.000296669662 -41.0856077753249, 146.000296669649 -41.0880019348979, 146.009053894939 -41.1023669149607, 146.010513430112 -41.1023669149731))",POINT(146.005988509581 -41.0922634361349)
Birralee,"POLYGON((146.844328756836 -41.3779384946631, 146.844328722535 -41.3779345741455, 146.844326275757 -41.3779345811363, 146.844321325376 -41.3779384600639, 146.844311240292 -41.3779468444001, 146.844311203496 -41.3779491491468, 146.844313705037 -41.3779491795756, 146.844316317736 -41.3779491725845, 146.844321247657 -41.3779490293072, 146.844323764328 -41.3779468468649, 146.844326289597 -41.3779427661014, 146.844328756836 -41.3779384946631))",POINT(146.844320910252 -41.3779430714827)
Blackmans Bay,"POLYGON((147.320380060033 -42.9995343661443, 147.316582084868 -42.9995343661533, 147.312784110098 -42.9995343661493, 147.320380060033 -42.9995343661443))",POINT(147.316582085024 -42.9995232242479)
North Lilydale,"POLYGON((147.236815189636 -41.2262374100692, 147.236815189797 -41.2255579448875, 147.236815189725 -41.2235195545999, 147.236815189647 -41.2228400896222, 147.234961110257 -41.222160630404, 147.234343089589 -41.2221606305973, 147.233725065377 -41.2221606293388, 147.233107034821 -41.2221606291739, 147.232489009913 -41.2221606304635, 147.232489009532 -41.2228400897228, 147.232489009462 -41.2235195545022, 147.232489009741 -41.2241990204971, 147.233107034974 -41.2248784794244, 147.235579134535 -41.2269168700524, 147.236197165569 -41.2269168700809, 147.236815189636 -41.2262374100692))",POINT(147.234853970755 -41.2242141070873)
Sisters Creek,"POLYGON((145.59977616998 -40.9781091196182, 145.599776170011 -40.9662174944585, 145.599776170014 -40.962253614666, 145.599776170018 -40.954325864726, 145.541656040007 -40.9503619896344, 145.541656040008 -40.9582897395309, 145.591473295027 -40.9781091195179, 145.59977616998 -40.9781091196182))",POINT(145.575727387862 -40.9621046587982)
Surges Bay,"POLYGON((147.006412624968 -43.2227047005895, 146.988241375097 -43.2124514453241, 146.988241375106 -43.2227047006215, 146.988241375117 -43.2244135755278, 147.006412624968 -43.2227047005895))",POINT(146.994298175483 -43.219856893346)
Ouse,POINT(146.710205749994 -42.4844697047177),POINT(146.710205749994 -42.4844697047177)
Grove,"POLYGON((147.096271939997 -42.98534736631, 147.096271939983 -42.9780460362654, 147.08857681501 -42.9853473663093, 147.088576815022 -42.9889980264261, 147.096271939997 -42.98534736631))",POINT(147.092852003686 -42.9841305399105)
Tinderbox,"POLYGON((147.334594444966 -43.0386487222216, 147.334594444957 -43.0349736571636, 147.330253410094 -43.0312985922079, 147.312889259989 -43.031298592225, 147.308548219928 -43.0496739121964, 147.334594444966 -43.0386487222216))",POINT(147.320687622176 -43.0383768823873)
Copping,"LINESTRING(147.803737369973 -42.8328977754998, 147.803737369977 -42.8310950204698, 147.80373736998 -42.8292922654398)",POINT(147.803737369977 -42.8310950204698)
Waverley (Tas.),"LINESTRING(147.181632850013 -41.4389145205693, 147.18400146194 -41.4372175449614, 147.18636995001 -41.4355205207749)",POINT(147.18400146194 -41.4372175449614)
Upper Esk,POINT(147.725798434841 -41.4386487514742),POINT(147.725798434841 -41.4386487514742)
Greens Beach,"POLYGON((146.741698144934 -41.0857382900753, 146.741698144921 -41.0830153099538, 146.739074755036 -41.0830153099939, 146.741698144934 -41.0857382900753))",POINT(146.740823669951 -41.0839229766579)
Glengarry (Tas.),"POLYGON((146.91500193997 -41.3310672098512, 146.915001939987 -41.320845974812, 146.871141309995 -41.3208459748424, 146.862369185036 -41.3208459748967, 146.862369185038 -41.3259565898062, 146.871141309999 -41.3361778297586, 146.91500193997 -41.3310672098512))",POINT(146.888282336833 -41.3271921070157)
Woodbridge (Tas.),"LINESTRING(147.240390750046 -43.1535393953769, 147.240390750047 -43.1515059128989, 147.240390750048 -43.1494724304209)",POINT(147.240390750047 -43.1515059128989)
Bangor (Tas.),"POLYGON((147.140923814727 -41.2148156236431, 147.140923814634 -41.2135668736889, 147.140316640075 -41.212318123047, 147.139709459763 -41.2110693734113, 147.139102285333 -41.2098206234306, 147.138495110252 -41.2085718734464, 147.137887935007 -41.2073231235804, 147.137280759809 -41.2060743735541, 147.136673584698 -41.2060743734567, 147.136673584856 -41.2073231235744, 147.140316640781 -41.2148156235995, 147.140923814727 -41.2148156236431))",POINT(147.138798601878 -41.2104449542709)
Oyster Cove (Tas.),"POLYGON((147.240427580005 -43.1095190418474, 147.240427579979 -43.1073481521177, 147.240427579951 -43.1051772621965, 147.227784659977 -43.1030063720223, 147.215141729965 -43.1030063720014, 147.234106119968 -43.1095190418718, 147.240427580005 -43.1095190418474))",POINT(147.23086373371 -43.1059011137131)
